Tanggal Pemesanan,No. Transaksi,ID Produk,ID Kustomer,Nama Kustomer,Segmentasi,Kota,Provinsi,Negara,Kategori Produk,Sub Kategori Produk,Nama Produk, Harga Satuan,Kuantitas, Total Penjualan,Metode Pembayaran,Metode Pengiriman, Profit,,Question
6/21/2024,ELX613678,EP40496,CE8528,"Balapati Uwais, S.IP",Consumer,Long Ikis,Kalimantan Timur,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 20.483.463 ,1, Rp 20.483.463 ,Debit,POS Indonesia, Rp 2.826.236 ,,
5/2/2023,ELX613679,EP16545,CE4318,Alika Sirait,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Rumah,Kulkas,Samsung Refrigerator 2-Door, Rp 6.536.593 ,1, Rp 6.536.593 ,Debit,POS Indonesia, Rp 748.753 ,,
3/9/2023,ELX613680,EP16533,CE9038,"Puti Suci Lestari, S.Sos",Corporate,Surabaya,Jawa Timur,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 1.300.339 ,2, Rp 2.600.678 ,QRIS,POS Indonesia, Rp 316.430 ,,
8/12/2023,ELX613681,EP93396,CE8727,Zulaikha Manullang,Corporate,Medan,Sumatera Utara,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 10.102.725 ,2, Rp 20.205.450 ,QRIS,JNE, Rp 2.485.746 ,,
6/21/2024,ELX613682,EP97199,CE9064,Ir. Vanya Napitupulu,Corporate,Sleman,Yogyakarta,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 11.248.282 ,2, Rp 22.496.564 ,QRIS,POS Indonesia, Rp 2.256.886 ,,
3/9/2023,ELX613683,EP85626,CE6242,Jamalia Rajasa,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 20.969.133 ,2, Rp 41.938.266 ,Debit,AnterAja, Rp 7.697.475 ,,
6/10/2023,ELX613684,EP30873,CE9986,"Cawisono Santoso, S.I.Kom",Consumer,Bogor,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 5.692.751 ,1, Rp 5.692.751 ,Cash,Gojek, Rp 921.807 ,,
11/20/2025,ELX613685,EP91797,CE4791,Tgk. Gara Widodo,Home Office,Denpasar,Bali,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 22.915.143 ,3, Rp 68.745.429 ,QRIS,SiCepat, Rp 5.044.350 ,,
4/9/2024,ELX613686,EP81602,CE3177,Galih Lailasari,Consumer,Makassar,Sulawesi Selatan,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 18.693.323 ,2, Rp 37.386.646 ,QRIS,JNE, Rp 4.535.306 ,,
11/21/2023,ELX613687,EP94429,CE2561,Gaman Budiyanto,Home Office,Jakarta Selatan,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 12.455.821 ,2, Rp 24.911.642 ,Debit,SiCepat, Rp 1.406.728 ,,
10/20/2024,ELX613688,EP68333,CE9128,Halima Nashiruddin,Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Smartphone,iOS Phone,iPhone SE 2022, Rp 8.616.232 ,2, Rp 17.232.464 ,Debit,AnterAja, Rp 3.125.448 ,,
6/10/2023,ELX613689,EP94517,CE7051,"Rangga Wijayanti, M.Pd",Consumer,Solo,Jawa Tengah,Indonesia,Monitor,Gaming,ASUS TUF Gaming Monitor, Rp 21.524.654 ,1, Rp 21.524.654 ,Debit,Ninja Xpress, Rp 3.355.436 ,,
7/20/2025,ELX613690,EP18374,CE9957,Lurhur Sitorus,Consumer,Parepare,Sulawesi Selatan,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 7.696.003 ,2, Rp 15.392.006 ,Cash,SiCepat, Rp 1.098.815 ,,
8/22/2024,ELX613691,EP30788,CE1979,Sakura Zulkarnain,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 1.314.344 ,2, Rp 2.628.688 ,Cash,Gojek, Rp 414.434 ,,
9/22/2023,ELX613692,EP32572,CE5111,Surya Pranowo,Home Office,Medan,Sumatera Utara,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 13.437.144 ,3, Rp 40.311.432 ,QRIS,Grab, Rp 6.832.026 ,,
7/27/2023,ELX613693,EP50894,CE9386,"Sakura Maryati, M.Ak",Corporate,Bandung,Jawa Barat,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 20.876.090 ,3, Rp 62.628.270 ,Debit,AnterAja, Rp 5.997.157 ,,
6/21/2024,ELX613694,EP25443,CE6265,Ega Anggriawan,Consumer,Bogor,Jawa Barat,Indonesia,Peralatan Rumah,Vacuum Cleaner,Dyson V11 Vacuum, Rp 3.644.707 ,1, Rp 3.644.707 ,QRIS,Gojek, Rp 417.949 ,,
6/18/2025,ELX613695,EP34591,CE6481,Ian Dabukke,Consumer,Malang,Jawa Timur,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 8.096.182 ,1, Rp 8.096.182 ,Cash,Grab, Rp 1.219.147 ,,
12/23/2024,ELX613696,EP29239,CE5713,Luwar Hutapea,Corporate,Balikpapan,Kalimantan Timur,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 8.562.031 ,1, Rp 8.562.031 ,QRIS,Gojek, Rp 431.889 ,,
6/21/2024,ELX613697,EP48617,CE4575,Diah Wijayanti,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 2.547.797 ,1, Rp 2.547.797 ,QRIS,J&T, Rp 252.706 ,,
6/18/2025,ELX613698,EP57490,CE2650,Chelsea Suryatmi,Consumer,Mataram,NTB,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 17.218.657 ,2, Rp 34.437.314 ,QRIS,J&T, Rp 6.013.484 ,,
5/2/2023,ELX613699,EP65669,CE5230,Kawaya Mustofa,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 2.657.905 ,3, Rp 7.973.715 ,Debit,POS Indonesia, Rp 656.074 ,,
4/24/2025,ELX613700,EP69701,CE8938,Cornelia Yuliarti,Home Office,Medan,Sumatera Utara,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 10.612.500 ,3, Rp 31.837.500 ,QRIS,Grab, Rp 3.687.059 ,,
11/20/2025,ELX613701,EP50166,CE1163,Drs. Fitria Nababan,Home Office,Sukabumi,Jawa Barat,Indonesia,Aksesori,Webcam,Logitech Brio Webcam, Rp 12.647.793 ,3, Rp 37.943.379 ,QRIS,POS Indonesia, Rp 5.878.379 ,,
10/20/2024,ELX613702,EP66834,CE7851,"Bakti Suartini, M.Ak",Consumer,Mojokerto,Jawa Timur,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 12.389.044 ,1, Rp 12.389.044 ,QRIS,POS Indonesia, Rp 1.641.020 ,,
10/13/2023,ELX613703,EP93247,CE4181,"Ajeng Uwais, S.Psi",Home Office,Bekasi,Jawa Barat,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 22.318.311 ,2, Rp 44.636.622 ,QRIS,Grab, Rp 5.191.662 ,,
9/11/2025,ELX613704,EP69886,CE3652,"Ira Hutapea, S.T.",Home Office,Jakarta Utara,DKI Jakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 18.036.000 ,1, Rp 18.036.000 ,Cash,POS Indonesia, Rp 1.174.532 ,,
8/12/2023,ELX613705,EP82177,CE6294,Tgk. Wirda Anggriawan,Consumer,Depok,Jawa Barat,Indonesia,Smartphone,Android Phone,Vivo V27, Rp 10.933.600 ,3, Rp 32.800.800 ,Cash,Ninja Xpress, Rp 1.912.397 ,,
5/2/2023,ELX613706,EP72663,CE6613,Kayla Pangestu,Consumer,Depok,Jawa Barat,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 8.052.162 ,2, Rp 16.104.324 ,Debit,JNE, Rp 1.545.341 ,,
1/15/2024,ELX613707,EP73906,CE9196,Galar Wulandari,Corporate,Surabaya,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 16.094.150 ,1, Rp 16.094.150 ,QRIS,Gojek, Rp 2.989.098 ,,
4/9/2024,ELX613708,EP14590,CE6952,"Okta Prasetyo, S.IP",Corporate,Yogyakarta,Yogyakarta,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 1.417.198 ,1, Rp 1.417.198 ,Debit,POS Indonesia, Rp 86.374 ,,
12/3/2025,ELX613709,EP73778,CE1571,Purwadi Utami,Corporate,Depok,Jawa Barat,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 16.071.049 ,1, Rp 16.071.049 ,Cash,POS Indonesia, Rp 1.105.407 ,,
11/11/2024,ELX613710,EP80171,CE9965,Warsa Pangestu,Consumer,Bekasi,Jawa Barat,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 20.722.433 ,2, Rp 41.444.866 ,Cash,J&T, Rp 4.026.163 ,,
11/20/2025,ELX613711,EP86316,CE2665,Elma Irawan,Corporate,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 21.845.694 ,2, Rp 43.691.388 ,QRIS,SiCepat, Rp 5.895.745 ,,
7/27/2023,ELX613712,EP21688,CE2280,Reksa Hutasoit,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Rumah,AC,LG Air Conditioner, Rp 691.737 ,2, Rp 1.383.474 ,Debit,Gojek, Rp 109.986 ,,
1/15/2024,ELX613713,EP93109,CE9902,"Gabriella Maryati, S.E.I",Consumer,Semarang,Jawa Tengah,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 10.685.646 ,2, Rp 21.371.292 ,QRIS,Grab, Rp 1.340.178 ,,
1/19/2025,ELX613714,EP32418,CE8932,"Tgk. Olivia Prabowo, M.TI.",Consumer,Surabaya,Jawa Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 15.417.827 ,2, Rp 30.835.654 ,QRIS,POS Indonesia, Rp 2.547.779 ,,
4/1/2023,ELX613715,EP91482,CE6221,"Dr. Ghaliyati Handayani, S.H.",Corporate,Bogor,Jawa Barat,Indonesia,Peralatan Dapur,Microwave,Samsung Microwave Grill, Rp 10.282.989 ,1, Rp 10.282.989 ,QRIS,J&T, Rp 981.208 ,,
10/13/2023,ELX613716,EP70027,CE3662,"Hamzah Tampubolon, S.T.",Home Office,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 22.098.394 ,1, Rp 22.098.394 ,Cash,SiCepat, Rp 3.400.607 ,,
12/3/2025,ELX613717,EP20772,CE9894,Najwa Haryanto,Corporate,Bogor,Jawa Barat,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 4.258.778 ,3, Rp 12.776.334 ,Cash,JNE, Rp 1.963.606 ,,
7/20/2025,ELX613718,EP66833,CE9098,"Atma Yulianti, S.H.",Corporate,Bandung,Jawa Barat,Indonesia,Printer,Laser Printer,HP LaserJet Pro, Rp 9.631.012 ,2, Rp 19.262.024 ,Cash,AnterAja, Rp 3.418.026 ,,
10/13/2023,ELX613719,EP87240,CE4635,Puti Winda Salahudin,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 10.423.905 ,1, Rp 10.423.905 ,Cash,AnterAja, Rp 1.586.306 ,,
11/20/2025,ELX613720,EP99910,CE1560,Tgk. Vanesa Firmansyah,Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Peralatan Dapur,Microwave,Panasonic Microwave, Rp 21.388.968 ,1, Rp 21.388.968 ,Debit,POS Indonesia, Rp 1.833.746 ,,
3/4/2024,ELX613721,EP24892,CE2748,Amalia Adriansyah,Consumer,Praya,NTB,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 11.000.329 ,1, Rp 11.000.329 ,Cash,Ninja Xpress, Rp 2.166.138 ,,
2/8/2025,ELX613722,EP17066,CE2598,"Drs. Ade Wibisono, S.Ked",Consumer,Medan,Sumatera Utara,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 20.395.950 ,3, Rp 61.187.850 ,Cash,Ninja Xpress, Rp 10.043.126 ,,
9/8/2024,ELX613723,EP93631,CE3208,Viman Gunawan,Consumer,Tegal,Jawa Tengah,Indonesia,Televisi,Smart TV,"Smart TV LG 55""", Rp 4.409.990 ,1, Rp 4.409.990 ,QRIS,AnterAja, Rp 542.210 ,,
11/20/2025,ELX613724,EP21980,CE1805,Koko Widodo,Consumer,Cimahi,Jawa Barat,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 10.271.949 ,3, Rp 30.815.847 ,QRIS,J&T, Rp 1.601.296 ,,
4/24/2025,ELX613725,EP79468,CE8028,R.A. Umi Mulyani,Corporate,Tanjung Selor,Kalimantan Timur,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 11.135.791 ,3, Rp 33.407.373 ,Debit,J&T, Rp 4.654.285 ,,
6/18/2025,ELX613726,EP76832,CE3636,Dr. Belinda Sudiati,Corporate,Makassar,Sulawesi Selatan,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 21.859.909 ,1, Rp 21.859.909 ,Debit,Grab, Rp 2.902.132 ,,
3/20/2025,ELX613727,EP13827,CE6402,Kani Waluyo,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Smart Home,Robot Vacuum,Ecovacs Deebot, Rp 14.299.646 ,3, Rp 42.898.938 ,QRIS,Grab, Rp 7.435.244 ,,
10/22/2025,ELX613728,EP37998,CE2931,Muhammad Pratama,Corporate,Surabaya,Jawa Timur,Indonesia,Laptop,Apple,MacBook Pro M2, Rp 18.772.101 ,1, Rp 18.772.101 ,Debit,Gojek, Rp 2.936.681 ,,
10/13/2023,ELX613729,EP14848,CE2059,"Reksa Sudiati, S.IP",Corporate,Negara,Bali,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 3.923.466 ,2, Rp 7.846.932 ,Debit,SiCepat, Rp 592.111 ,,
10/20/2024,ELX613730,EP79718,CE5513,Olivia Sihombing,Consumer,Medan,Sumatera Utara,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 8.292.102 ,3, Rp 24.876.306 ,QRIS,Ninja Xpress, Rp 3.648.479 ,,
2/8/2025,ELX613731,EP21906,CE9743,Latika Halimah,Consumer,Bandung,Jawa Barat,Indonesia,Penyimpanan,Hard Drive,WD My Passport 1TB, Rp 21.009.631 ,3, Rp 63.028.893 ,Cash,Ninja Xpress, Rp 7.726.191 ,,
12/24/2023,ELX613732,EP61127,CE7468,Queen Utama,Consumer,Sleman,Yogyakarta,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 15.556.991 ,1, Rp 15.556.991 ,QRIS,POS Indonesia, Rp 1.444.739 ,,
6/10/2023,ELX613733,EP12539,CE7989,Martaka Habibi,Home Office,Bogor,Jawa Barat,Indonesia,Laptop,Convertible,HP Pavilion x360, Rp 4.809.393 ,3, Rp 14.428.179 ,QRIS,J&T, Rp 824.438 ,,
11/20/2025,ELX613734,EP20025,CE8642,Elvina Siregar,Home Office,Subang,Jawa Barat,Indonesia,Tablet,Android Tablet,Samsung Galaxy Tab S8, Rp 14.430.686 ,3, Rp 43.292.058 ,QRIS,Ninja Xpress, Rp 7.851.130 ,,
2/21/2023,ELX613735,EP86234,CE6668,Hj. Kasiyah Nainggolan,Consumer,Makassar,Sulawesi Selatan,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 19.629.982 ,3, Rp 58.889.946 ,Debit,POS Indonesia, Rp 10.060.794 ,,
11/11/2024,ELX613736,EP79317,CE8277,drg. Yance Maulana,Consumer,Medan,Sumatera Utara,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 3.786.717 ,2, Rp 7.573.434 ,QRIS,J&T, Rp 656.393 ,,
12/3/2025,ELX613737,EP39388,CE6616,"Sutan Tri Kusumo, S.Gz",Consumer,Bekasi,Jawa Barat,Indonesia,Networking,Router,TP-Link Deco M5, Rp 19.431.993 ,2, Rp 38.863.986 ,Cash,Gojek, Rp 2.648.499 ,,
9/11/2025,ELX613738,EP86746,CE3694,Carub Haryanto,Corporate,Semarang,Jawa Tengah,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 1.552.183 ,3, Rp 4.656.549 ,QRIS,Ninja Xpress, Rp 467.853 ,,
4/1/2023,ELX613739,EP64755,CE5086,Jumadi Adriansyah,Corporate,Gunung Sitoli,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 13.972.019 ,3, Rp 41.916.057 ,Debit,Gojek, Rp 2.572.165 ,,
5/24/2025,ELX613740,EP53952,CE6667,Zaenab Prakasa,Home Office,Yogyakarta,Yogyakarta,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 22.780.367 ,3, Rp 68.341.101 ,Debit,SiCepat, Rp 12.290.852 ,,
7/6/2024,ELX613741,EP61775,CE9114,Lembah Siregar,Corporate,Semarang,Jawa Tengah,Indonesia,Smartphone,Android Phone,Oppo A96, Rp 21.711.638 ,1, Rp 21.711.638 ,QRIS,SiCepat, Rp 1.325.285 ,,
1/15/2024,ELX613742,EP30195,CE2407,Anastasia Saefullah,Consumer,Pasuruan,Jawa Timur,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 17.284.687 ,2, Rp 34.569.374 ,Debit,POS Indonesia, Rp 3.059.202 ,,
7/20/2025,ELX613743,EP43282,CE8113,Bella Dabukke,Corporate,Jakarta Barat,DKI Jakarta,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 8.578.260 ,1, Rp 8.578.260 ,Cash,Gojek, Rp 1.500.758 ,,
8/26/2025,ELX613744,EP29017,CE1431,Maryadi Zulaika,Corporate,Jakarta Selatan,DKI Jakarta,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 24.587.008 ,2, Rp 49.174.016 ,Debit,POS Indonesia, Rp 4.060.538 ,,
2/21/2023,ELX613745,EP20332,CE5823,"Tgk. Humaira Sihombing, M.Ak",Home Office,Sibolga,Sumatera Utara,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 6.782.329 ,2, Rp 13.564.658 ,Debit,Gojek, Rp 2.686.046 ,,
8/22/2024,ELX613746,EP42387,CE2149,Samiah Waluyo,Corporate,Denpasar,Bali,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 20.523.580 ,3, Rp 61.570.740 ,QRIS,JNE, Rp 10.857.478 ,,
3/9/2023,ELX613747,EP63679,CE1286,Agnes Saputra,Corporate,Medan,Sumatera Utara,Indonesia,Tablet,Apple Tablet,iPad Air 5, Rp 24.246.602 ,2, Rp 48.493.204 ,Cash,AnterAja, Rp 3.266.439 ,,
10/20/2024,ELX613748,EP21038,CE3639,dr. Keisha Marbun,Corporate,Negara,Bali,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 12.783.324 ,3, Rp 38.349.972 ,Debit,Grab, Rp 4.997.855 ,,
5/24/2025,ELX613749,EP29769,CE3529,Xanana Hasanah,Home Office,Parepare,Sulawesi Selatan,Indonesia,Laptop,Gaming,ASUS ROG Strix, Rp 19.981.563 ,1, Rp 19.981.563 ,Cash,SiCepat, Rp 2.316.584 ,,
2/21/2023,ELX613750,EP64526,CE9551,Banawa Nababan,Home Office,Bekasi,Jawa Barat,Indonesia,Kamera,Mirrorless,Canon EOS M50, Rp 12.351.459 ,1, Rp 12.351.459 ,QRIS,JNE, Rp 1.418.490 ,,
6/10/2023,ELX613751,EP53064,CE6416,Aditya Mandala,Home Office,Cirebon,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 13.801.653 ,1, Rp 13.801.653 ,Debit,Gojek, Rp 933.407 ,,
5/13/2024,ELX613752,EP54116,CE2547,Ir. Aisyah Prabowo,Consumer,Subang,Jawa Barat,Indonesia,Speaker,Bluetooth Speaker,JBL Flip 6, Rp 3.477.814 ,1, Rp 3.477.814 ,Debit,Grab, Rp 358.867 ,,
5/2/2023,ELX613753,EP91511,CE8106,Pia Susanti,Consumer,Jakarta Pusat,DKI Jakarta,Indonesia,Aksesori,Mouse,Logitech MX Master 3, Rp 9.463.240 ,3, Rp 28.389.720 ,QRIS,Ninja Xpress, Rp 1.458.365 ,,
10/13/2023,ELX613754,EP52500,CE1448,"Gilang Siregar, S.T.",Consumer,Klaten,Jawa Tengah,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 6.453.929 ,2, Rp 12.907.858 ,QRIS,J&T, Rp 1.934.871 ,,
1/15/2024,ELX613755,EP18082,CE3152,Hasan Megantara,Consumer,Bandung,Jawa Barat,Indonesia,Speaker,Soundbar,Samsung Soundbar HW-T450, Rp 2.769.156 ,2, Rp 5.538.312 ,Debit,POS Indonesia, Rp 1.059.476 ,,
9/22/2023,ELX613756,EP76961,CE8717,"Vera Riyanti, S.Farm",Corporate,Bogor,Jawa Barat,Indonesia,Peralatan Dapur,Air Fryer,Xiaomi Air Fryer, Rp 18.597.911 ,3, Rp 55.793.733 ,QRIS,AnterAja, Rp 7.638.148 ,,
6/10/2023,ELX613757,EP91587,CE6585,Laras Sihombing,Consumer,Samarinda,Kalimantan Timur,Indonesia,Headphone,Noise Cancelling,Sony WH-1000XM5, Rp 6.054.971 ,3, Rp 18.164.913 ,Debit,SiCepat, Rp 2.980.788 ,,
12/23/2024,ELX613758,EP42442,CE6814,drg. Bagiya Pertiwi,Home Office,Pasuruan,Jawa Timur,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 199.977 ,3, Rp 599.931 ,Debit,SiCepat, Rp 115.562 ,,
9/22/2023,ELX613759,EP66631,CE4897,"Ana Fujiati, S.I.Kom",Home Office,Yogyakarta,Yogyakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Smoot Tempur, Rp 12.023.382 ,1, Rp 12.023.382 ,Debit,J&T, Rp 2.227.954 ,,
1/21/2023,ELX613760,EP45618,CE7152,Joko Kuswandari,Corporate,Yogyakarta,Yogyakarta,Indonesia,Laptop,Notebook,Acer Aspire 5, Rp 22.044.626 ,1, Rp 22.044.626 ,Cash,POS Indonesia, Rp 4.041.654 ,,
2/8/2025,ELX613761,EP16436,CE5131,"KH. Harjo Hutagalung, S.E.I",Home Office,Yogyakarta,Yogyakarta,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 5.586.247 ,2, Rp 11.172.494 ,QRIS,JNE, Rp 1.239.136 ,,
5/2/2023,ELX613762,EP44227,CE8105,"Dr. Kenari Prasetyo, S.IP",Consumer,Bogor,Jawa Barat,Indonesia,Laptop,Gaming,Lenovo Legion 5, Rp 205.811 ,1, Rp 205.811 ,Debit,Gojek, Rp 36.659 ,,
4/1/2023,ELX613763,EP80379,CE2170,Hasan Hutapea,Corporate,Balikpapan,Kalimantan Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Gesits, Rp 1.326.867 ,3, Rp 3.980.601 ,Cash,JNE, Rp 645.378 ,,
9/22/2023,ELX613764,EP42443,CE7582,"Farhunnisa Budiyanto, S.Kom",Consumer,Tenggarong,Kalimantan Timur,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Viar Q1, Rp 2.768.035 ,2, Rp 5.536.070 ,QRIS,Gojek, Rp 608.625 ,,
1/15/2024,ELX613765,EP34115,CE3358,Tgk. Azalea Wastuti,Home Office,Surabaya,Jawa Timur,Indonesia,Peralatan Rumah,Mesin Cuci,Sharp Washing Machine, Rp 13.684.750 ,1, Rp 13.684.750 ,Debit,SiCepat, Rp 2.611.340 ,,
4/1/2023,ELX613766,EP99874,CE1643,"Daliono Kurniawan, M.Kom.",Consumer,Sibolga,Sumatera Utara,Indonesia,Laptop,Ultrabook,ASUS ZenBook, Rp 14.018.588 ,3, Rp 42.055.764 ,Debit,Ninja Xpress, Rp 3.308.845 ,,
4/1/2023,ELX613767,EP62041,CE7732,drg. Banara Ramadan,Consumer,Medan,Sumatera Utara,Indonesia,Motor Listrik,EV Scooter,Motor Listrik United T1800, Rp 14.043.798 ,2, Rp 28.087.596 ,Debit,J&T, Rp 5.432.644 ,,
2/16/2024,ELX613768,EP98750,CE7491,Ina Sitompul,Corporate,Bogor,Jawa Barat,Indonesia,Networking,Router,Tenda Nova MW3, Rp 19.378.768 ,3, Rp 58.136.304 ,QRIS,Grab, Rp 10.804.440 ,,
4/24/2025,ELX613769,EP75315,CE3790,"Drs. Patricia Winarsih, S.Ked",Home Office,Bantul,Yogyakarta,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 8.571.337 ,1, Rp 8.571.337 ,QRIS,AnterAja, Rp 716.830 ,,
10/20/2024,ELX613770,EP58943,CE6037,"Dt. Kalim Dabukke, S.Pt",Home Office,Makassar,Sulawesi Selatan,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Alva One, Rp 10.139.220 ,1, Rp 10.139.220 ,QRIS,POS Indonesia, Rp 846.904 ,,
6/21/2024,ELX613771,EP30494,CE8248,Padmi Uyainah,Corporate,Bandung,Jawa Barat,Indonesia,Smartphone,Android Phone,Samsung Galaxy S21, Rp 24.370.651 ,2, Rp 48.741.302 ,Cash,SiCepat, Rp 4.667.423 ,,
1/15/2024,ELX613772,EP43354,CE1773,"Zulfa Kusmawati, S.Ked",Consumer,Jakarta Barat,DKI Jakarta,Indonesia,Smartphone,iOS Phone,iPhone 13 Pro, Rp 24.019.791 ,3, Rp 72.059.373 ,QRIS,POS Indonesia, Rp 8.317.045 ,,
7/6/2024,ELX613773,EP17416,CE3597,"Leo Hidayanto, M.M.",Home Office,Depok,Jawa Barat,Indonesia,Kamera,Mirrorless,Sony Alpha a6400, Rp 23.812.972 ,3, Rp 71.438.916 ,Debit,Ninja Xpress, Rp 13.221.218 ,,
8/26/2025,ELX613774,EP58205,CE9542,"R. Perkasa Kuswoyo, S.Pd",Home Office,Jakarta Pusat,DKI Jakarta,Indonesia,Motor Listrik,EV Scooter,Motor Listrik Selis E-Max, Rp 15.016.924 ,1, Rp 15.016.924 ,Cash,SiCepat, Rp 865.163 ,,
4/1/2023,ELX613775,EP68986,CE9915,dr. Gilda Prayoga,Consumer,Yogyakarta,Yogyakarta,Indonesia,Printer,Ink Tank,Canon PIXMA G2020, Rp 16.132.260 ,2, Rp 32.264.520 ,Debit,SiCepat, Rp 2.170.947 ,,
7/20/2025,ELX613776,EP85692,CE7243,Yusuf Suryatmi,Home Office,Makassar,Sulawesi Selatan,Indonesia,Aksesori,Keyboard Gaming,Razer BlackWidow, Rp 10.759.505 ,2, Rp 21.519.010 ,Cash,JNE, Rp 4.256.293 ,,
3/20/2025,ELX613777,EP16630,CE5218,Yulia Kurniawan,Home Office,Depok,Jawa Barat,Indonesia,Smartphone,Android Phone,Poco X5 Pro, Rp 9.036.237 ,1, Rp 9.036.237 ,QRIS,Grab, Rp 1.663.073 ,,
3/4/2024,ELX613778,EP48064,CE1746,"Ir. Ratna Sudiati, M.Pd",Home Office,Makassar,Sulawesi Selatan,Indonesia,Peralatan Dapur,Blender,Philips Blender HR2221, Rp 5.959.326 ,3, Rp 17.877.978 ,Cash,Ninja Xpress, Rp 2.161.931 ,,
